customer_id,age,Income,credit_score,loan_amount,loan_status,interest_rate,tenure
2129,65,30,772,50,yes,0.13,2
2130,35,58,723,232,yes,0.13,2
2131,55,74,709,50,yes,0.13,2
2132,55,15,721,50,yes,0.13,2
2133,59,11,780,50,yes,0.13,2
2134,39,41,743,176,yes,0.13,1
2135,32,68,766,1250,yes,0.13,1
2136,45,28,771,50,yes,0.13,2
2137,32,115,780,50,yes,0.13,2
2138,65,83,820,247,yes,0.13,1
2139,36,30,772,166,yes,0.13,2
2140,57,113,820,50,yes,0.13,1
2141,53,89,763,50,yes,0.13,1
2142,28,38,756,50,yes,0.13,2
2143,55,62,766,50,yes,0.13,1
2144,56,65,745,1509,yes,0.13,2
2145,33,168,719,50,yes,0.125,1
2146,57,30,745,50,yes,0.13,1
2147,27,350,780,850,yes,0.13,2
2148,27,250,780,50,yes,0.13,2
2149,54,58,745,50,yes,0.13,2
2150,48,1550,718,193,yes,0.13,2
2151,62,54,763,50,yes,0.13,2
2152,41,19,776,1505,yes,0.13,2
2153,62,350,820,128,yes,0.13,1
2154,30,123,741,50,yes,0.13,1
2155,32,45,751,50,yes,0.13,2
2156,62,154,747,50,yes,0.13,1
2157,35,93,810,50,yes,0.13,1
2158,25,71,721,78,yes,0.13,2
2159,32,83,785,50,yes,0.13,2
2160,61,99,748,255,yes,0.13,2
2161,43,55,751,50,yes,0.13,2
2162,52,38,767,95,yes,0.13,1
2163,39,74,767,155,yes,0.13,1
2164,33,69,776,50,yes,0.13,1
2165,27,1504,749,184,yes,0.13,1
2166,27,38,780,154,yes,0.13,1
2167,32,25,767,50,yes,0.13,1
2168,65,162,705,50,yes,0.13,1
2169,55,64,751,50,yes,0.13,1
2170,52,350,723,50,yes,0.13,1
2171,39,52,765,50,yes,0.13,2
2172,35,42,766,50,yes,0.13,1
2173,39,79,776,219,yes,0.13,2
2174,34,34,745,164,yes,0.13,2
2175,24,123,785,50,yes,0.13,1
2176,37,1650,717,50,yes,0.13,2
2177,41,51,771,50,yes,0.13,1
2178,31,1508,766,50,yes,0.13,1
2179,37,158,746,50,yes,0.125,1
2180,49,68,766,50,yes,0.13,2
2181,58,42,756,50,yes,0.13,1
2182,45,32,771,1505,yes,0.13,1
2183,30,22,717,50,yes,0.13,2
2184,34,29,768,50,yes,0.13,1
2185,62,183,726,50,yes,0.13,2
2186,54,69,756,50,yes,0.13,1
2187,26,92,721,50,yes,0.13,1
2188,54,30,780,50,yes,0.13,2
2189,29,9,765,86,yes,0.13,1
2190,48,128,756,50,yes,0.13,1
2191,27,1150,721,294,yes,0.13,2
2192,42,171,756,50,yes,0.13,1
2193,25,13,780,95,yes,0.13,2
2194,45,25,820,1502,yes,0.13,1
2195,34,123,756,50,yes,0.13,1
2196,51,33,721,83,yes,0.13,1
2197,51,189,734,50,yes,0.13,1
2198,37,34,776,50,yes,0.13,1
2199,59,58,711,50,yes,0.13,1
2200,49,51,705,98,yes,0.13,2
2201,32,29,705,50,yes,0.13,2
2202,41,111,816,50,yes,0.13,2
2203,49,43,715,50,yes,0.13,1
2204,32,1350,756,311,yes,0.13,2
2205,63,250,816,76,yes,0.13,2
2206,63,1501,752,50,yes,0.13,2
2207,33,48,751,2507,yes,0.13,2
2208,38,1850,752,158,yes,0.13,1
2209,64,92,711,185,yes,0.13,1
2210,36,33,767,50,yes,0.13,2
2211,58,51,715,50,yes,0.13,2
2212,39,31,717,94,yes,0.13,1
2213,46,83,810,50,yes,0.13,1
2214,61,45,763,50,yes,0.13,2
2215,53,89,763,146,yes,0.13,1
2216,28,193,688,50,yes,0.13,1
2217,64,89,712,50,yes,0.13,2
2218,48,162,717,446,yes,0.125,1
2219,38,9,776,50,yes,0.13,2
2220,52,58,877,223,yes,0.13,1
2221,65,850,763,50,yes,0.13,1
2222,59,73,745,50,yes,0.13,1
2223,45,41,776,50,yes,0.13,1
2224,53,74,753,50,yes,0.13,2
2225,38,29,717,50,yes,0.13,1
2226,54,25,816,115,yes,0.13,2
2227,25,98,746,50,yes,0.13,1
2228,61,59,745,50,yes,0.13,1
2229,48,43,715,50,yes,0.13,1
2230,46,72,717,149,yes,0.13,1
2231,36,183,751,50,yes,0.125,1
2232,46,134,728,146,yes,0.13,1
2233,59,130,765,262,yes,0.13,1
2234,59,39,776,50,yes,0.13,1
2235,36,35,816,50,yes,0.13,1
2236,63,141,738,50,yes,0.13,1
2237,51,23,765,50,yes,0.13,1
2238,24,134,711,50,yes,0.13,1
2239,48,35,717,50,yes,0.13,1
2240,55,42,749,50,yes,0.13,2
2241,41,81,721,167,yes,0.13,2
2242,26,14,816,94,yes,0.13,1
2243,41,45,776,172,yes,0.13,1
2244,54,79,745,1550,yes,0.13,1
2245,57,53,763,1250,yes,0.13,2
2246,54,33,723,50,yes,0.13,2
2247,35,1950,785,266,yes,0.13,2
2248,37,650,749,1503,yes,0.13,2
2249,63,8,763,97,yes,0.13,1
2250,41,38,780,1550,yes,0.13,1
2251,46,154,710,50,yes,0.13,1
2252,31,54,751,50,yes,0.13,2
2253,58,41,717,50,yes,0.13,1
2254,59,25,776,75,yes,0.13,1
2255,46,53,745,1509,yes,0.13,2
2256,33,79,820,50,yes,0.13,1
2257,56,13,767,76,yes,0.125,1
2258,47,1350,717,50,yes,0.13,2
2259,59,93,723,50,yes,0.13,2
2260,24,82,763,50,yes,0.13,1
2261,39,15,776,92,yes,0.13,2
2262,24,1550,728,50,yes,0.13,1
2263,55,131,723,50,yes,0.13,2
2264,47,28,766,50,yes,0.13,1
2265,35,9,723,50,yes,0.13,1
2266,47,88,717,50,yes,0.13,2
2267,38,143,712,50,yes,0.13,2
2268,38,168,705,50,yes,0.13,2
2269,27,1505,705,50,yes,0.13,2
2270,42,62,724,50,yes,0.13,1
2271,26,51,751,50,yes,0.13,1
2272,37,1501,720,50,yes,0.13,1
2273,27,950,763,50,yes,0.13,1
2274,27,83,724,50,yes,0.13,1
2275,30,21,711,50,yes,0.13,1
2276,30,115,726,50,yes,0.13,1
2277,29,172,720,50,yes,0.13,2
2278,24,32,780,50,yes,0.13,2
2279,24,2504,747,50,yes,0.13,1
2280,47,34,756,50,yes,0.125,1
2281,33,350,732,132,yes,0.13,2
2282,57,31,705,50,yes,0.13,1
2283,38,950,810,50,yes,0.13,1
2284,54,79,751,50,yes,0.13,2
2285,47,22,756,50,yes,0.13,1
2286,48,114,751,50,yes,0.13,1
2287,62,42,765,128,yes,0.13,1
2288,24,29,721,950,yes,0.13,1
2289,35,72,751,50,yes,0.13,1
2290,59,68,776,95,yes,0.13,2
2291,38,78,723,50,yes,0.13,1
2292,47,950,810,323,yes,0.13,2
2293,57,1750,724,50,yes,0.13,2
2294,42,14,820,50,yes,0.13,1
2295,39,129,715,50,yes,0.13,2
2296,53,39,780,87,yes,0.13,1
2297,27,82,721,50,yes,0.13,2
2298,59,31,816,50,yes,0.13,1
2299,48,9,765,50,yes,0.13,2
2300,62,15,820,91,yes,0.13,2
2301,66,750,751,50,yes,0.13,2
2302,38,84,723,50,yes,0.13,2
2303,42,155,754,50,yes,0.13,2
2304,47,89,763,50,yes,0.13,1
2305,27,1750,740,50,yes,0.13,1
2306,32,185,734,50,yes,0.125,1
2307,37,82,751,50,yes,0.13,2
2308,56,650,745,50,yes,0.13,1
2309,39,58,751,50,yes,0.13,1
2310,36,29,716,81,yes,0.13,1
2311,32,32,776,50,yes,0.13,2
2312,62,115,726,50,yes,0.13,1
2313,48,83,751,50,yes,0.13,1
2314,58,54,776,50,yes,0.13,1
2315,27,112,776,50,yes,0.13,1
2316,52,182,717,50,yes,0.13,1
2317,54,112,708,50,yes,0.13,1
2318,31,129,745,319,yes,0.125,2
2319,37,23,763,112,yes,0.13,1
2320,34,198,755,422,yes,0.13,1
2321,46,84,734,50,yes,0.13,1
2322,41,39,765,50,yes,0.13,2
2323,62,129,705,50,yes,0.13,1
2324,31,113,675,315,yes,0.13,2
2325,41,35,771,114,yes,0.13,1
2326,55,85,820,50,yes,0.13,2
2327,45,73,747,50,yes,0.13,2
2328,51,750,763,50,yes,0.13,1
2329,27,1350,720,192,yes,0.13,1
2330,24,39,766,50,yes,0.13,1
2331,31,72,776,242,yes,0.13,1
2332,61,68,746,50,yes,0.13,2
2333,30,35,717,50,yes,0.13,1
2334,45,61,723,50,yes,0.125,1
2335,45,69,715,50,yes,0.13,2
2336,37,59,709,50,yes,0.13,2
2337,34,99,747,217,yes,0.13,2
2338,43,2501,742,50,yes,0.13,2
2339,42,1350,711,50,yes,0.13,2
2340,56,72,765,50,yes,0.13,2
2341,33,44,780,50,yes,0.13,2
2342,36,91,766,289,yes,0.13,1
2343,62,92,765,3150,yes,0.13,1
2344,58,55,763,168,yes,0.13,1
2345,65,250,765,1502,yes,0.13,1
2346,65,89,712,299,yes,0.125,1
2347,52,59,766,239,yes,0.13,2
2348,64,8,820,87,yes,0.13,2
2349,51,85,713,50,yes,0.13,1
2350,59,94,705,76,yes,0.125,1
2351,52,22,816,50,yes,0.13,1
2352,55,74,745,50,yes,0.13,1
2353,46,59,709,50,yes,0.13,2
2354,61,12,756,50,yes,0.13,1
2355,35,8,816,50,yes,0.13,1
2356,56,74,756,50,yes,0.13,1
2357,31,184,726,50,yes,0.125,1
2358,44,34,711,50,yes,0.13,2
2359,53,63,763,50,yes,0.13,1
2360,36,123,717,50,yes,0.125,1
2361,27,85,756,50,yes,0.13,2
2362,36,1509,765,50,yes,0.125,1
2363,30,31,756,50,yes,0.13,1
2364,39,61,751,950,yes,0.13,1
2365,59,88,756,50,yes,0.13,2
2366,43,22,776,50,yes,0.13,2
2367,24,63,751,50,yes,0.13,1
2368,26,850,721,50,yes,0.13,1
2369,48,78,724,50,yes,0.13,1
2370,32,45,820,93,yes,0.13,1
2371,33,51,724,50,yes,0.13,2
2372,32,111,766,50,yes,0.13,2
2373,34,45,752,153,yes,0.13,1
2374,33,184,748,50,yes,0.13,2
2375,32,41,780,112,yes,0.13,1
2376,55,69,705,50,yes,0.125,1
2377,58,23,721,50,yes,0.13,2
2378,47,1650,762,50,yes,0.13,2
2379,24,61,763,251,yes,0.125,1
2380,42,1150,721,182,yes,0.13,1
2381,30,550,756,50,yes,0.13,2
2382,33,49,751,50,yes,0.13,1
2383,46,185,711,428,yes,0.13,2
2384,63,52,772,50,yes,0.13,1
2385,62,53,752,50,yes,0.13,1
2386,43,125,724,50,yes,0.13,2
2387,31,72,756,50,yes,0.13,1
2388,28,51,776,50,yes,0.13,2
2389,64,23,765,50,yes,0.13,2
2390,27,41,715,50,yes,0.13,2
2391,33,41,766,1508,yes,0.13,1
2392,39,138,737,50,yes,0.13,1
2393,44,138,717,50,yes,0.13,2
2394,53,14,763,50,yes,0.13,1
2395,42,145,765,5505,yes,0.13,2
2396,44,25,780,50,yes,0.13,2
2397,34,43,745,142,yes,0.13,2
2398,47,93,721,3509,yes,0.13,1
2399,53,950,776,217,yes,0.13,2
2400,62,41,780,154,yes,0.13,1
2401,61,169,721,1506,yes,0.125,1
2402,42,63,751,50,yes,0.13,1
2403,48,23,717,95,yes,0.13,2
2404,38,130,765,50,yes,0.13,2
2405,41,75,766,50,yes,0.13,1
2406,57,13,767,78,yes,0.13,1
2407,31,150,765,81,yes,0.13,1
2408,39,15050,763,50,yes,0.13,1
2409,48,85,772,2503,yes,0.13,1
2410,55,73,709,219,yes,0.13,1
2411,29,1350,734,50,yes,0.13,2
2412,47,65,810,50,yes,0.13,1
2413,61,59,745,148,yes,0.13,2
2414,37,31,780,50,yes,0.13,2
2415,34,134,765,50,yes,0.13,2
2416,45,11,721,1506,yes,0.13,1
2417,37,32,776,850,yes,0.13,1
2418,25,53,756,50,yes,0.13,1
2419,41,28,723,50,yes,0.13,2
2420,63,44,780,50,yes,0.13,1
2421,63,30,763,118,yes,0.13,2
2422,43,30,756,50,yes,0.13,1
2423,58,163,765,3050,yes,0.13,2
2424,32,82,705,50,yes,0.13,1
2425,38,89,717,50,yes,0.13,2
2426,54,78,756,50,yes,0.13,1
2427,61,55,767,197,yes,0.13,2
2428,29,34,816,50,yes,0.13,1
2429,39,1508,786,3501,yes,0.13,2
2430,33,58,751,50,yes,0.13,1
2431,23,73,751,50,yes,0.13,1
2432,56,54,724,50,yes,0.13,1
2433,54,45,767,50,yes,0.13,2
2434,37,123,746,50,yes,0.125,1
2435,38,93,741,267,yes,0.13,1
2436,34,1502,751,50,yes,0.13,1
2437,53,39,766,50,yes,0.13,1
2438,65,114,726,50,yes,0.13,2
2439,62,29,776,50,yes,0.13,2
2440,51,350,756,144,yes,0.13,2
2441,31,22,756,50,yes,0.13,2
2442,64,38,776,186,yes,0.13,1
2443,39,41,745,50,yes,0.13,2
2444,28,161,745,422,yes,0.125,1
2445,37,38,765,50,yes,0.13,1
2446,47,25,767,50,yes,0.13,1
2447,25,750,751,218,yes,0.13,1
2448,44,2501,715,50,yes,0.13,1
2449,51,42,756,50,yes,0.13,1
2450,31,64,780,50,yes,0.13,1
2451,32,28,772,50,yes,0.13,2
2452,51,119,713,2508,yes,0.13,1
2453,25,28,780,50,yes,0.13,1
2454,43,650,724,50,yes,0.13,1
2455,54,23,766,50,yes,0.13,2
2456,34,164,754,50,yes,0.13,1
2457,54,39,763,50,yes,0.13,2
2458,42,19,711,85,yes,0.13,1
2459,46,72,763,50,yes,0.13,1
2460,62,41,767,50,yes,0.13,1
2461,31,32,776,1350,yes,0.13,1
2462,24,69,763,50,yes,0.13,1
2463,52,23,816,50,yes,0.13,1
2464,35,44,721,50,yes,0.13,1
2465,37,32,816,165,yes,0.13,1
2466,58,25,776,123,yes,0.13,1
2467,24,850,756,50,yes,0.13,1
2468,30,83,763,2350,yes,0.13,1
2469,49,133,718,50,yes,0.13,1
2470,43,89,820,3507,yes,0.13,2
2471,33,81,747,187,yes,0.125,1
2472,36,44,772,85,yes,0.13,1
2473,62,119,755,50,yes,0.13,2
2474,57,39,767,147,yes,0.13,2
2475,64,30,780,50,yes,0.13,2
2476,52,79,763,183,yes,0.13,2
2477,54,350,723,50,yes,0.13,1
2478,30,179,751,50,yes,0.13,1
2479,24,178,734,50,yes,0.13,2
2480,55,82,712,50,yes,0.13,1
2481,39,550,751,50,yes,0.13,2
2482,55,64,715,50,yes,0.13,2
2483,28,129,766,50,yes,0.13,2
2484,44,68,747,50,yes,0.13,2
2485,46,350,717,112,yes,0.13,2
2486,61,48,766,50,yes,0.13,2
2487,61,1350,705,257,yes,0.13,2
2488,45,30,765,50,yes,0.13,1
2489,38,1505,715,50,yes,0.13,1
2490,29,41,721,50,yes,0.13,1
2491,52,168,714,118,yes,0.13,1
2492,38,850,810,50,yes,0.13,1
2493,28,134,785,50,yes,0.13,1
2494,34,49,749,50,yes,0.13,2
2495,35,63,776,50,yes,0.13,1
2496,46,750,715,212,yes,0.13,2
2497,63,32,723,141,yes,0.13,2
2498,33,14,767,114,yes,0.13,2
2499,38,111,721,326,yes,0.13,2
2500,53,38,752,144,yes,0.13,1
2501,28,121,751,341,yes,0.13,1
2502,44,950,751,50,yes,0.13,1
2503,58,178,732,50,yes,0.13,1
2504,38,250,816,79,yes,0.13,1
2505,48,61,745,229,yes,0.13,2
2506,33,43,763,50,yes,0.13,2
2507,66,39,715,50,yes,0.13,1
2508,59,650,724,234,yes,0.13,1
2509,30,63,732,50,yes,0.13,1
2510,36,8,721,81,yes,0.13,2
2511,62,52,705,50,yes,0.13,1
2512,51,92,742,50,yes,0.125,1
2513,58,111,717,298,yes,0.13,1
2514,52,71,717,50,yes,0.13,2
2515,41,25,820,91,yes,0.13,2
2516,31,34,715,156,yes,0.13,1
2517,28,74,751,50,yes,0.13,2
2518,57,1250,744,50,yes,0.13,2
2519,61,550,705,50,yes,0.13,2
2520,37,150,780,50,yes,0.13,1
2521,56,45,749,113,yes,0.13,1
2522,49,29,776,50,yes,0.13,1
2523,63,145,738,50,yes,0.13,1
2524,49,15050,728,50,yes,0.13,2
2525,49,24,816,50,yes,0.13,1
2526,32,650,780,50,yes,0.13,1
2527,26,550,756,50,yes,0.13,2
2528,27,43,772,50,yes,0.13,2
2529,57,79,720,50,yes,0.13,2
2530,29,44,820,50,yes,0.13,1
2531,56,31,766,50,yes,0.13,1
2532,59,14,780,1507,yes,0.13,1
2533,53,19,763,1506,yes,0.13,2
2534,54,111,772,50,yes,0.13,1
2535,56,950,715,50,yes,0.13,1
2536,32,21,723,129,yes,0.13,2
2537,51,1504,719,50,yes,0.13,1
2538,53,75,715,50,yes,0.13,1
2539,37,175,724,297,yes,0.13,1
2540,32,98,719,171,yes,0.125,2
2541,49,41,820,153,yes,0.13,1
2542,34,171,751,569,yes,0.13,1
2543,54,79,756,50,yes,0.13,1
2544,64,24,756,50,yes,0.13,2
2545,58,950,709,50,yes,0.13,2
2546,25,39,751,50,yes,0.13,1
2547,32,9,711,50,yes,0.13,2
2548,38,15,820,950,yes,0.13,1
2549,48,850,810,50,yes,0.13,1
2550,41,63,723,79,yes,0.13,2
2551,32,250,765,1502,yes,0.13,1
2552,46,43,724,50,yes,0.125,1
2553,39,65,766,50,yes,0.13,2
2554,39,91,745,151,yes,0.13,2
2555,63,53,763,50,yes,0.13,2
2556,58,1150,745,50,yes,0.13,2
2557,28,82,766,1503,yes,0.13,1
2558,36,23,721,50,yes,0.13,1
2559,43,172,762,50,yes,0.13,1
2560,36,88,810,50,yes,0.13,1
2561,44,71,763,50,yes,0.13,1
2562,31,1850,747,144,yes,0.13,2
2563,45,39,724,184,yes,0.13,2
2564,39,94,766,50,yes,0.13,2
2565,43,25,780,50,yes,0.13,1
2566,30,150,711,1502,yes,0.13,1
2567,24,42,780,184,yes,0.13,2
2568,58,142,732,50,yes,0.13,2
2569,46,34,705,50,yes,0.13,1
2570,35,139,732,50,yes,0.13,2
2571,24,154,747,2507,yes,0.13,1
2572,34,30,765,89,yes,0.13,2
2573,62,33,766,130,yes,0.13,1
2574,58,850,756,50,yes,0.13,1
2575,45,150,717,15050,yes,0.13,1
2576,42,41,765,50,yes,0.13,1
2577,37,350,705,118,yes,0.13,1
2578,55,78,763,1950,yes,0.13,1
2579,45,164,744,50,yes,0.13,2
2580,52,23,816,50,yes,0.13,2
2581,31,149,745,50,yes,0.13,2
2582,37,25,723,50,yes,0.13,1
2583,33,42,724,50,yes,0.13,1
2584,37,71,749,185,yes,0.13,1
2585,59,114,719,50,yes,0.13,1
2586,51,750,752,50,yes,0.13,1
2587,47,149,721,50,yes,0.13,2
2588,37,55,749,50,yes,0.13,1
2589,61,29,705,50,yes,0.13,2
2590,64,123,712,50,yes,0.13,1
2591,46,152,754,374,yes,0.125,1
2592,31,8,723,50,yes,0.13,2
2593,57,69,723,245,yes,0.13,2
2594,48,161,752,3150,yes,0.13,2
2595,48,79,721,50,yes,0.13,2
2596,35,1505,732,50,yes,0.13,2
2597,33,39,746,50,yes,0.13,2
2598,47,163,734,50,yes,0.13,2
2599,46,9,721,50,yes,0.13,1
2600,44,71,745,50,yes,0.13,2
2601,42,51,724,50,yes,0.13,2
2602,32,32,717,167,yes,0.13,2
2603,52,161,705,50,yes,0.125,1
2604,53,650,721,50,yes,0.13,1
2605,37,35,780,50,yes,0.13,2
2606,64,41,780,50,yes,0.13,1
2607,46,73,745,216,yes,0.13,1
2608,57,49,766,214,yes,0.125,1
2609,61,79,755,194,yes,0.13,1
2610,42,1250,711,50,yes,0.13,2
2611,30,650,745,50,yes,0.13,2
2612,33,78,756,50,yes,0.13,1
2613,32,30,772,131,yes,0.13,2
2614,52,1150,746,2504,yes,0.125,1
2615,35,1650,728,50,yes,0.13,2
2616,57,68,723,191,yes,0.13,1
2617,56,49,756,1503,yes,0.13,1
2618,44,65,749,50,yes,0.13,1
2619,23,55,751,145,yes,0.13,1
2620,33,62,746,98,yes,0.13,2
2621,48,152,711,50,yes,0.13,2
2622,45,42,749,50,yes,0.13,2
2623,54,39,723,50,yes,0.13,1
2624,42,111,754,50,yes,0.125,2
2625,47,82,724,50,yes,0.13,2
2626,61,1508,726,50,yes,0.13,1
2627,53,59,763,50,yes,0.13,1
2628,56,61,749,193,yes,0.13,1
2629,33,78,745,50,yes,0.13,1
2630,44,18,820,50,yes,0.13,1
2631,63,113,745,50,yes,0.13,1
2632,47,62,709,50,yes,0.13,1
2633,32,81,713,248,yes,0.13,1
2634,49,13,816,1506,yes,0.13,1
2635,34,75,752,194,yes,0.13,2
2636,30,33,763,89,yes,0.13,1
2637,38,179,712,50,yes,0.13,1
2638,51,69,745,50,yes,0.13,1
2639,28,45,780,50,yes,0.13,1
2640,52,59,745,50,yes,0.13,1
2641,39,81,752,50,yes,0.13,1
2642,29,133,746,212,yes,0.13,1
2643,54,81,711,50,yes,0.13,1
2644,63,14,816,86,yes,0.13,1
2645,30,28,763,50,yes,0.13,2
2646,36,93,751,50,yes,0.13,1
2647,45,191,751,123,yes,0.13,2
2648,61,155,747,50,yes,0.13,1
2649,26,155,765,50,yes,0.13,2
2650,33,68,705,50,yes,0.13,1
2651,64,52,772,226,yes,0.13,2
2652,43,51,723,50,yes,0.13,2
2653,24,44,756,1850,yes,0.13,1
2654,24,121,785,308,yes,0.13,1
2655,37,49,751,2504,yes,0.13,1
2656,32,42,780,78,yes,0.13,1
2657,30,144,712,50,yes,0.13,2
2658,31,72,751,50,yes,0.13,1
2659,24,44,766,1509,yes,0.13,2
2660,37,43,767,175,yes,0.13,2
2661,39,74,820,144,yes,0.13,1
2662,66,145,749,50,yes,0.13,1
2663,65,158,724,50,yes,0.13,2
2664,54,78,713,50,yes,0.13,2
2665,54,154,751,352,yes,0.13,1
2666,35,1505,747,50,yes,0.13,2
2667,32,15050,756,50,yes,0.13,1
2668,63,58,711,50,yes,0.13,1
2669,37,113,767,306,yes,0.13,1
2670,43,150,820,50,yes,0.13,2
2671,59,142,810,50,yes,0.13,2
2672,62,128,749,50,yes,0.13,2
2673,24,131,765,50,yes,0.13,2
2674,54,88,780,122,yes,0.13,1
2675,24,1501,756,50,yes,0.13,1
2676,31,750,729,50,yes,0.125,1
2677,44,122,776,50,yes,0.13,1
2678,32,750,766,50,yes,0.13,1
2679,63,148,705,50,yes,0.13,1
2680,57,43,724,166,yes,0.13,1
2681,37,31,766,50,yes,0.13,1
2682,37,35,763,50,yes,0.13,2
2683,53,81,751,50,yes,0.13,1
2684,51,19,717,98,yes,0.13,2
2685,24,98,776,129,yes,0.125,1
2686,28,1501,724,50,yes,0.13,1
2687,32,81,816,50,yes,0.13,2
2688,52,135,756,452,yes,0.13,1
2689,56,34,723,50,yes,0.13,1
2690,30,1504,726,249,yes,0.13,2
2691,64,29,723,50,yes,0.13,1
2692,61,119,746,50,yes,0.13,1
2693,46,82,745,50,yes,0.13,1
2694,55,62,721,50,yes,0.13,1
2695,45,85,724,50,yes,0.13,1
2696,30,8,820,50,yes,0.13,2
2697,63,78,745,50,yes,0.13,1
2698,57,44,765,50,yes,0.13,1
2699,38,122,756,50,yes,0.13,1
2700,37,22,820,114,yes,0.13,2
2701,31,39,751,50,yes,0.13,1
2702,32,55,756,50,yes,0.13,1
2703,42,144,721,158,yes,0.13,2
2704,51,71,751,50,yes,0.13,2
2705,38,191,743,50,yes,0.13,1
2706,53,22,765,15050,yes,0.13,1
2707,43,158,751,50,yes,0.13,1
2708,35,131,776,50,yes,0.125,1
2709,49,75,752,1650,yes,0.13,2
2710,28,69,723,1750,yes,0.13,2
2711,51,39,763,50,yes,0.13,2
2712,39,34,745,50,yes,0.13,1
2713,31,32,745,50,yes,0.13,1
2714,44,129,728,50,yes,0.13,1
2715,46,158,746,432,yes,0.13,2
2716,42,54,776,50,yes,0.13,1
2717,41,34,743,50,yes,0.13,2
2718,23,45,756,50,yes,0.13,1
2719,59,68,746,50,yes,0.13,2
2720,47,53,766,50,yes,0.13,1
2721,48,32,820,50,yes,0.13,2
2722,58,173,765,50,yes,0.13,1
2723,58,31,816,50,yes,0.13,2
2724,54,72,761,144,yes,0.13,1
2725,49,350,816,157,yes,0.125,1
2726,63,138,749,50,yes,0.13,1
2727,62,18,766,127,yes,0.13,2
2728,45,69,752,2250,yes,0.13,1
2729,39,58,724,247,yes,0.13,1
2730,58,63,766,50,yes,0.13,1
2731,56,43,776,50,yes,0.13,2
2732,29,28,721,50,yes,0.13,1
2733,33,38,724,133,yes,0.13,2
2734,55,72,776,147,yes,0.13,2
2735,56,64,767,50,yes,0.13,1
2736,36,750,751,165,yes,0.13,1
2737,53,12,776,50,yes,0.13,2
2738,57,159,765,50,yes,0.13,2
2739,35,1503,747,50,yes,0.13,1
2740,43,42,776,50,yes,0.13,1
2741,54,48,724,142,yes,0.13,1
2742,29,49,766,50,yes,0.13,2
2743,39,89,816,50,yes,0.13,1
2744,32,22,723,50,yes,0.13,1
2745,51,150,721,86,yes,0.13,2
2746,32,38,705,1250,yes,0.13,2
2747,54,49,724,95,yes,0.13,1
2748,38,350,717,50,yes,0.13,2
2749,32,82,751,230,yes,0.125,1
2750,62,82,763,312,yes,0.13,1
2751,57,24,820,50,yes,0.13,2
2752,47,32,756,156,yes,0.13,1
2753,51,34,767,111,yes,0.13,1
2754,54,195,734,477,yes,0.13,2
2755,26,61,751,119,yes,0.13,2
2756,37,22,820,50,yes,0.13,1
2757,27,30,780,50,yes,0.13,1
2758,63,550,752,2505,yes,0.13,2
2759,62,35,723,50,yes,0.13,2
2760,59,64,776,50,yes,0.13,2
2761,32,49,746,50,yes,0.13,1
2762,35,44,780,192,yes,0.13,2
2763,56,65,761,50,yes,0.13,1
2764,55,13,723,50,yes,0.13,1
2765,31,84,747,1505,yes,0.13,2
2766,54,28,721,1501,yes,0.13,1
2767,58,1508,720,50,yes,0.13,1
2768,48,59,711,144,yes,0.13,1
2769,48,163,751,396,yes,0.13,1
2770,33,183,715,582,yes,0.13,1
2771,36,69,766,50,yes,0.13,1
2772,41,115,756,50,yes,0.13,2
2773,55,1350,714,50,yes,0.13,2
2774,63,185,752,358,yes,0.13,1
2775,53,118,776,50,yes,0.13,1
2776,38,163,712,50,yes,0.13,2
2777,46,130,728,3850,yes,0.13,1
2778,59,91,723,50,yes,0.13,1
2779,56,61,705,50,yes,0.13,1
2780,59,168,712,50,yes,0.13,1
2781,39,69,767,50,yes,0.13,2
2782,47,22,721,1504,yes,0.13,2
2783,47,53,776,213,yes,0.13,2
2784,53,25,780,50,yes,0.125,1
2785,36,115,751,50,yes,0.13,2
2786,34,31,772,85,yes,0.125,1
2787,36,83,752,50,yes,0.13,2
2788,37,152,738,50,yes,0.13,2
2789,45,350,820,50,yes,0.13,1
2790,27,34,721,50,yes,0.13,1
2791,47,44,717,50,yes,0.13,1
2792,44,182,739,50,yes,0.13,2
2793,54,44,766,117,yes,0.13,1
2794,57,122,734,153,yes,0.125,1
2795,52,35,776,50,yes,0.13,1
2796,51,91,763,50,yes,0.13,2
2797,57,350,723,50,yes,0.13,2
2798,65,53,749,50,yes,0.13,1
2799,58,28,776,50,yes,0.13,1
2800,64,85,726,25050,yes,0.13,1
2801,52,28,723,950,yes,0.13,1
2802,58,41,816,177,yes,0.13,1
2803,52,154,723,50,yes,0.125,1
2804,43,41,776,50,yes,0.13,1
2805,56,33,766,50,yes,0.13,2
2806,37,182,718,50,yes,0.13,1
2807,53,59,763,50,yes,0.13,1
2808,27,129,717,50,yes,0.13,2
2809,53,35,767,136,yes,0.13,1
2810,42,185,751,50,yes,0.125,1
2811,58,45,705,2501,yes,0.13,2
2812,36,62,820,145,yes,0.13,2
2813,53,183,737,467,yes,0.125,1
2814,48,14,820,50,yes,0.13,1
2815,54,53,751,50,yes,0.13,1
2816,26,48,751,169,yes,0.13,2
2817,32,128,816,50,yes,0.13,1
2818,31,1505,730,331,yes,0.13,1
2819,35,30,767,50,yes,0.13,1
2820,63,150,816,50,yes,0.13,1
2821,29,1502,717,3503,yes,0.13,2
